Sentiment,Phrase
0,cliched
0,perverse
1,a source of high hilarity
1,of high hilarity
1,high hilarity
1,high
1,hilarity
0,"Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that ."
1,Pow
0,"is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that"
1,dream
0,proves that sometimes the dreams of youth should remain just that
0,that sometimes the dreams of youth should remain just that
0,sometimes the dreams of youth should remain just that
1,the dreams of youth
1,The performances are an absolute joy .
1,are an absolute joy .
1,are an absolute joy
1,an absolute joy
1,absolute joy
1,joy
1,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .
1,has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .
1,has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense
1,something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense
1,to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense
0,the ways in which extravagant chance can distort our perspective and throw us off the path of good sense
1,extravagant
1,us
0,off the path of good sense
0,off
1,of good sense
1,good sense
1,"I still like Moonlight Mile , better judgment be damned ."
1,"still like Moonlight Mile , better judgment be damned ."
1,better
0,damned
1,"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story ."
1,A welcome relief from baseball movies that try too hard to be mythic
1,A welcome relief
1,welcome relief
0,from baseball movies that try too hard to be mythic
0,baseball movies that try too hard to be mythic
0,that try too hard to be mythic
0,try too hard to be mythic
0,too hard to be mythic
0,hard to be mythic
1,", this one is a sweet and modest and ultimately winning story ."
1,this one is a sweet and modest and ultimately winning story .
1,is a sweet and modest and ultimately winning story .
1,is a sweet and modest and ultimately winning story
1,a sweet and modest and ultimately winning story
1,a sweet and modest and
1,a sweet and modest
1,sweet and modest
1,sweet and
1,sweet
1,modest
1,ultimately winning story
1,winning story
1,winning
1,"a bilingual charmer , just like the woman who inspired it"
1,"a bilingual charmer ,"
1,a bilingual charmer
1,bilingual charmer
1,charmer
1,inspired
1,Like a less dizzily gorgeous companion to Mr.
1,dizzily gorgeous
1,gorgeous
1,companion
1,In the Mood for Love -- very much a Hong Kong movie
1,the Mood
1,Love -- very much a Hong Kong movie
1,Love -- very much
1,Love --
1,Love
1,its mainland setting
0,As inept as big-screen remakes of The Avengers and The Wild Wild West .
0,As inept
0,inept
0,as big-screen remakes of The Avengers and The Wild Wild West
1,The Wild Wild West
1,Wild
0,'s everything you 'd expect -- but nothing more .
0,everything you 'd expect -- but nothing more
0,you 'd expect -- but nothing more
0,nothing
1,"Best indie of the year , so far ."
1,Best
1,"indie of the year , so far ."
1,"indie of the year , so far"
1,"indie of the year ,"
1,indie of the year
1,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications ."
1,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications"
0,oddest
1,"in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications"
1,a case study that exists apart from all the movie 's political ramifications
0,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .
0,'s like going to a house party and watching the host defend himself against a frothing ex-girlfriend .
0,'s like going to a house party and watching the host defend himself against a frothing ex-girlfriend
0,like going to a house party and watching the host defend himself against a frothing ex-girlfriend
0,going to a house party and watching the host defend himself against a frothing ex-girlfriend
1,defend himself
0,frothing
0,grenade
0,gag
1,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is
1,is a good indication of how serious-minded the film is
1,a good indication of how serious-minded the film is
1,a good indication
1,good indication
1,how serious-minded the film is
1,serious-minded the film
1,is romantic comedy boilerplate from start to finish
0,romantic comedy boilerplate
1,comedy
0,"an impeccable pedigree , mongrel pep , and almost indecipherable plot complications"
1,"an impeccable pedigree , mongrel pep"
1,"impeccable pedigree , mongrel pep"
1,impeccable
0,mongrel
0,indecipherable plot complications
0,complications
0,preach exclusively to the converted .
0,"While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles , it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances ."
1,While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles
1,The Importance of Being Earnest offers opportunities for occasional smiles and chuckles
1,The Importance of Being Earnest
1,offers opportunities for occasional smiles and
1,offers opportunities for occasional smiles
1,for occasional smiles
1,occasional smiles
0,chuckles
0,does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances
0,give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances
1,give
1,theater
1,Wilde 's wit and
0,The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .
0,vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen
0,vapid actor 's exercise
0,vapid
1,appropriate
1,Arthur Schnitzler 's Reigen
1,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet"
0,"More vaudeville show than well-constructed narrative ,"
0,More vaudeville show than well-constructed narrative
1,show than well-constructed narrative
1,than well-constructed narrative
1,well-constructed narrative
1,well-constructed
1,on those terms it 's inoffensive and actually rather sweet
1,it 's inoffensive and actually rather sweet
1,'s inoffensive and actually rather sweet
1,inoffensive and actually rather sweet
0,inoffensive
1,rather sweet
1,more than a run-of-the-mill action
0,run-of-the-mill action
0,run-of-the-mill
0,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire ."
0,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire"
0,"Hampered -- no , paralyzed -- by a self-indulgent script ..."
0,"Hampered -- no , paralyzed -- by a self-indulgent script"
0,"no , paralyzed"
0,no
0,", paralyzed"
0,by a self-indulgent script
0,a self-indulgent script
0,self-indulgent
0,that aims for poetry and ends up sounding like satire
0,aims for poetry and ends up sounding like satire
1,poetry
0,ends up sounding like satire
1,sounding
1,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and"
1,Ice Age is the first computer-generated feature cartoon to feel like other movies
1,is the first computer-generated feature cartoon to feel like other movies
1,the first computer-generated feature cartoon to feel like other movies
1,first computer-generated feature cartoon
1,to feel like other movies
0,makes for some glacial pacing early on
0,makes for some glacial pacing
0,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash"
0,"There 's very little sense to what 's going on here , but"
0,"There 's very little sense to what 's going on here ,"
0,There 's very little sense to what 's going on here
0,'s very little sense to what 's going on here
0,very little sense to what 's going on here
0,very little sense
0,what 's going on here
0,the cliches with considerable dash
0,the cliches
1,considerable
1,"followed the runaway success of his first film , The Full Monty ,"
1,"the runaway success of his first film , The Full Monty ,"
1,the runaway success
1,runaway success
1,success
0,"of his first film , The Full Monty ,"
1,Full
1,something different
0,"They 're the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid ."
0,"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid ."
0,"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid"
0,"the unnamed , easily substitutable forces"
0,"unnamed , easily substitutable"
0,", easily substitutable"
1,easily
0,substitutable
0,whatever terror the heroes of horror movies try to avoid
0,whatever
0,terror the heroes of horror movies try to avoid
0,terror
0,the heroes of horror movies try to avoid
1,heroes
0,horror
0,try to avoid
0,to avoid
0,avoid
0,It almost feels as if the movie is more interested in entertaining itself than in amusing us .
0,almost feels as if the movie is more interested in entertaining itself than in amusing us .
0,feels as if the movie is more interested in entertaining itself than in amusing us .
0,feels as if the movie is more interested in entertaining itself than in amusing us
0,as if the movie is more interested in entertaining itself than in amusing us
0,if the movie is more interested in entertaining itself than in amusing us
0,the movie is more interested in entertaining itself than in amusing us
0,is more interested in entertaining itself than in amusing us
0,more interested in entertaining itself than in amusing us
0,more interested in entertaining itself
1,interested in entertaining itself
1,interested
1,entertaining itself
1,in amusing us
1,amusing us
1,amusing
0,The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . '
0,The movie 's progression into rambling incoherence
1,The movie 's progression
0,into rambling incoherence
0,rambling incoherence
0,rambling
0,incoherence
0,gives new meaning to the phrase ` fatal script error . '
0,gives new meaning to the phrase ` fatal script error
1,new
0,to the phrase ` fatal script error
0,the phrase ` fatal script error
0,phrase ` fatal script error
0,` fatal script error
0,fatal script error
0,script error
0,error
1,"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going ."
1,Do n't judge this one too soon
0,Do n't
1,"it 's a dark , gritty story but"
1,"'s a dark , gritty story"
1,gritty
1,it takes off in totally unexpected directions and keeps on going
1,takes off in totally unexpected directions and
1,takes off in totally unexpected directions
1,totally unexpected directions
1,So could young romantics out on a date .
1,could young romantics out on a date
1,young romantics
1,romantics
0,out
1,a date
0,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality ."
0,"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality"
1,"Tartakovsky 's team has some freakish powers of visual charm , but"
1,"Tartakovsky 's team has some freakish powers of visual charm ,"
1,Tartakovsky 's team has some freakish powers of visual charm
1,team
1,has some freakish powers of visual charm
1,freakish
1,of visual charm
1,visual charm
1,charm
1,the five writers
0,slip into the modern rut of narrative banality
0,into the modern rut of narrative banality
0,the modern rut of narrative banality
0,the modern rut
0,rut
0,of narrative banality
0,narrative banality
0,banality
1,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .
1,is right at home in this French shocker playing his usual bad boy weirdo role .
1,is right at home in this French shocker playing his usual bad boy weirdo role
1,right at home in this French shocker
1,right at home
1,right
1,French shocker
0,bad
1,"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride ."
1,goal
0,is to frighten and disturb
0,frighten and
0,disturb
1,", then They works spectacularly well ... A shiver-inducing , nerve-rattling ride ."
1,"then They works spectacularly well ... A shiver-inducing , nerve-rattling ride ."
1,"They works spectacularly well ... A shiver-inducing , nerve-rattling ride ."
1,"works spectacularly well ... A shiver-inducing , nerve-rattling ride ."
1,"works spectacularly well ... A shiver-inducing , nerve-rattling ride"
1,works spectacularly well ...
1,works spectacularly well
1,spectacularly well
1,spectacularly
1,well
1,A shiver-inducing
1,shiver-inducing
0,This 100-minute movie only has about 25 minutes of decent material .
0,only has about 25 minutes of decent material .
1,has about 25 minutes of decent material .
0,has about 25 minutes of decent material
0,about 25 minutes of decent material
1,decent material
1,decent
1,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .
1,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .
1,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB-
1,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling
1,the sensational true-crime
1,sensational true-crime
1,sensational
0,hell-jaunt purists
0,hell-jaunt
1,might like and more experimental in its storytelling
1,more experimental in its storytelling
1,more experimental
0,-LRB-
0,horrifying
1,-RRB-
1,As tricky and satisfying as any of David Mamet 's airless cinematic shell games .
1,As tricky and satisfying as any of David
1,tricky and satisfying as any of David
1,tricky and satisfying
1,satisfying
1,Mamet 's airless cinematic shell games .
0,airless cinematic shell games .
1,cinematic
0,"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point ."
0,"'m sure the filmmaker would disagree , but , honestly , I do n't see the point ."
0,"'m sure the filmmaker would disagree , but , honestly , I do n't see the point"
0,"sure the filmmaker would disagree , but , honestly , I do n't see the point"
0,"the filmmaker would disagree , but , honestly , I do n't see the point"
0,the filmmaker would disagree
1,disagree
0,"honestly , I do n't see the point"
1,honestly
0,", I do n't see the point"
0,I do n't see the point
0,do n't see the point
1,Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .
1,has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .
1,has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers
1,tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers
1,tackled a meaty subject and
1,tackled a meaty subject
1,a meaty subject
1,meaty subject
1,meaty
1,drawn engaging characters while peppering the pages with memorable zingers
1,drawn engaging characters
1,engaging characters
1,engaging
1,while peppering the pages with memorable zingers
1,peppering the pages with memorable zingers
1,with memorable zingers
1,memorable zingers
1,memorable
1,"Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made ."
0,Bloody
1,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made ."
1,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made"
1,"the grace to call for prevention rather than to place blame , making it one of the best war movies ever made"
1,"grace to call for prevention rather than to place blame , making it one of the best war movies ever made"
1,grace
1,"to call for prevention rather than to place blame , making it one of the best war movies ever made"
1,"call for prevention rather than to place blame , making it one of the best war movies ever made"
0,to place blame
1,making it one of the best war movies ever made
1,it one of the best war movies ever made
1,one of the best war movies ever made
1,of the best war movies ever made
1,the best war movies ever made
1,the best war movies
1,best war movies
0,war movies
0,war
0,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker ."
0,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker"
0,"a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker"
0,clunky TV-movie approach
0,clunky TV-movie
0,clunky
1,detailing
1,life
1,celebrated
0,"coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie ."
0,"coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes a strong case for letting sleeping dogs lie"
0,"coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno makes"
0,"coming down off of Miramax 's deep shelves after a couple of aborted attempts , Waking Up in Reno"
0,"coming down off of Miramax 's deep shelves after a couple of aborted attempts ,"
0,after a couple of aborted attempts
0,a couple of aborted attempts
0,of aborted attempts
0,aborted attempts
0,a strong case for letting sleeping dogs lie
1,a strong case
1,strong case
1,strong
0,lie
0,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film ."
0,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film"
1,"Thanks largely to Williams , all the interesting developments are processed in 60 minutes"
1,Thanks largely
1,all the interesting developments
1,interesting developments
1,interesting
0,the rest is just an overexposed waste of film
0,is just an overexposed waste of film
0,an overexposed waste of film
0,an overexposed waste
0,overexposed waste
0,overexposed
0,waste
0,"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible ."
0,"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible"
0,"as a relic from a bygone era , and its convolutions ... feel silly rather than plausible"
0,"a relic from a bygone era , and its convolutions ... feel silly rather than plausible"
0,"relic from a bygone era , and its convolutions ..."
0,its convolutions
0,silly rather than plausible
0,silly rather than
1,silly
1,"Perhaps it 's cliche to call the film ` refreshing , ' but it is ."
1,"Perhaps it 's cliche to call the film ` refreshing , ' but it is"
1,"Perhaps it 's cliche to call the film ` refreshing , ' but"
1,"Perhaps it 's cliche to call the film ` refreshing , '"
1,Perhaps it 's cliche to call the film ` refreshing
0,'s cliche to call the film ` refreshing
0,cliche
1,to call the film ` refreshing
1,call the film ` refreshing
1,` refreshing
1,refreshing
1,it is
1,Both lead performances are Oscar-size .
1,lead performances
1,are Oscar-size
0,Run for your lives !
0,Run for your lives
1,Mark Pellington 's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .
1,thriller
1,as kooky and overeager as it is spooky and subtly in love with myth
1,kooky and overeager as it is spooky and subtly in love with myth
0,kooky and overeager
0,overeager
1,as it is spooky and subtly in love with myth
1,it is spooky and subtly in love with myth
1,is spooky and subtly in love with myth
1,is spooky and subtly
1,spooky and subtly
1,in love with myth
1,"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements ."
1,Claude
1,"has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements ."
1,"has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements"
1,"a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements"
1,"of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements"
1,"gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements"
1,"swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements"
1,"cradles its characters , veiling tension beneath otherwise tender movements"
1,veiling tension beneath otherwise tender movements
0,veiling tension
1,beneath otherwise tender movements
1,tender movements
1,Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy .
1,Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy
1,Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies
0,Shakespeare
0,deepest tragedies
0,tragedies
1,into a smart new comedy
1,a smart new comedy
1,smart new comedy
1,smart
0,"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt ."
1,Eric
0,... is so pat it makes your teeth hurt .
0,is so pat it makes your teeth hurt .
0,is so pat it makes your teeth hurt
0,so pat it makes your teeth hurt
0,it makes your teeth hurt
0,makes your teeth hurt
0,hurt
1,"But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us ."
1,"arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us ."
1,moment
1,offers flickering reminders of the ties that bind us .
1,offers flickering reminders of the ties that bind us
1,flickering reminders of the ties that bind us
0,bind us
0,Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered .
0,Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered
0,Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and
0,Its generic villains lack any intrigue -LRB- other than their funny accents -RRB-
0,generic villains
0,generic
0,villains
0,lack any intrigue -LRB- other than their funny accents -RRB-
1,than their funny accents
1,funny
0,the action scenes are poorly delivered
1,action scenes
0,are poorly delivered
0,are poorly
0,poorly
1,The characters are more deeply thought through than in most ` right-thinking ' films .
1,are more deeply thought through than in most ` right-thinking ' films
1,thought through than in most ` right-thinking ' films
1,through than in most ` right-thinking ' films
1,right-thinking ' films
1,"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun ."
1,", despite the gratuitous cinematic distractions impressed upon it , is still good fun ."
1,"despite the gratuitous cinematic distractions impressed upon it , is still good fun ."
0,the gratuitous cinematic distractions
1,gratuitous cinematic distractions
0,distractions
1,impressed
1,", is still good fun ."
1,is still good fun .
1,is still good fun
1,good fun
1,fun
0,Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .
0,Downright transparent
0,is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .
0,is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating
0,is the script 's endless assault of embarrassingly ham-fisted sex jokes
0,the script 's endless assault of embarrassingly ham-fisted sex jokes
0,the script 's endless assault
0,endless assault
0,endless
0,assault
0,of embarrassingly ham-fisted sex jokes
0,embarrassingly ham-fisted sex jokes
0,embarrassingly ham-fisted
0,embarrassingly
0,ham-fisted
1,sex
0,that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating
0,reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating
0,reek of a script
1,garner the film a `` cooler '' PG-13 rating
1,PG-13
1,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic ."
1,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic"
1,"A smart , provocative drama that does the nearly impossible :"
1,"A smart , provocative drama that does the nearly impossible"
1,"A smart , provocative drama"
1,"smart , provocative drama"
1,", provocative drama"
1,provocative drama
1,provocative
0,drama
1,that does the nearly impossible
1,does the nearly impossible
0,impossible
0,"gets under the skin of a man we only know as an evil , monstrous lunatic"
0,"under the skin of a man we only know as an evil , monstrous lunatic"
0,"of a man we only know as an evil , monstrous lunatic"
0,"we only know as an evil , monstrous lunatic"
0,"know as an evil , monstrous lunatic"
0,"as an evil , monstrous lunatic"
0,"an evil , monstrous lunatic"
0,"evil , monstrous lunatic"
0,evil
0,monstrous
0,It 's like a drive-by .
0,'s like a drive-by
1,"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title ."
0,"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia --"
0,"-- stoner midnight flick , sci-fi deconstruction , gay fantasia --"
0,"stoner midnight flick , sci-fi deconstruction"
1,above all
1,'s a love story as sanguine as its title
1,a love story as sanguine as its title
0,a love story as sanguine
1,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .
1,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then
1,A very funny romantic comedy
1,very funny romantic comedy
1,very funny
0,struggle furiously
0,struggle
0,furiously
0,fears
0,"But it has an ambition to say something about its subjects , but not a willingness ."
0,"has an ambition to say something about its subjects , but not a willingness ."
1,ambition
1,say something about its subjects
0,not
1,-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .
1,has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .
1,has made a movie that will leave you wondering about the characters ' lives after the clever credits roll
1,made a movie that will leave you wondering about the characters ' lives after the clever credits roll
1,a movie that will leave you wondering about the characters ' lives after the clever credits roll
1,that will leave you wondering about the characters ' lives after the clever credits roll
1,will leave you wondering about the characters ' lives after the clever credits roll
1,you wondering about the characters ' lives after the clever credits roll
1,wondering about the characters ' lives after the clever credits roll
1,after the clever credits roll
1,the clever credits roll
1,clever credits roll
1,clever
1,-LRB- An -RRB- absorbing documentary .
1,-LRB- An -RRB- absorbing documentary
1,An -RRB-
1,absorbing documentary
1,absorbing
0,Reeks of rot and hack
0,Reeks
0,of rot and hack
0,rot and hack
0,rot
0,hack
1,work from start to finish .
0,Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .
0,clips of a film that are still looking for a common through-line
0,of a film that are still looking for a common through-line
0,a film that are still looking for a common through-line
0,are still looking for a common through-line
1,common through-line
0, 
0,Contrived
0,The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .
0,The major problem with Windtalkers
0,The major problem
0,major problem
0,problem
0,that the bulk of the movie centers on the wrong character
1,centers
0,wrong
1,"Swimfan , like Fatal Attraction"
0,eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .
0,goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .
0,goes overboard
0,overboard
0,with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub
0,a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub
0,a loony melodramatic denouement
0,loony
0,melodramatic denouement
0,denouement
0,in which a high school swimming pool substitutes for a bathtub
0,This is a heartfelt story ... it just is n't a very involving one .
0,This is a heartfelt story ... it just is n't a very involving one
1,This is a heartfelt story ...
1,This is a heartfelt story
1,is a heartfelt story
1,a heartfelt story
1,heartfelt story
1,heartfelt
0,it just is n't a very involving one
0,just is n't a very involving one
0,is n't a very involving one
0,is n't a very
0,is n't
1,"An unsettling , memorable cinematic experience that does its predecessors proud ."
1,"An unsettling , memorable cinematic experience that"
1,"An unsettling , memorable cinematic experience"
1,"unsettling , memorable cinematic experience"
1,", memorable cinematic experience"
1,memorable cinematic experience
1,cinematic experience
1,does its predecessors proud .
1,does its predecessors proud
1,its predecessors proud
1,predecessors
1,proud
1,"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own ."
1,", it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own ."
1,it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .
